exp_id,seed,p,n_regimes,total_samples,n_true_cps,n_detected_cps,det_f1,det_precision,det_recall,det_tp,det_fp,det_fn,n_structures,mean_shd,mean_norm_shd,mean_struct_f1,mean_struct_precision,mean_struct_recall,consensus_shd,consensus_norm_shd,consensus_f1,consensus_precision,consensus_recall,causalmorph_mean_shd,causalmorph_mean_norm_shd,causalmorph_mean_f1,causalmorph_mean_precision,causalmorph_mean_recall,causalmorph_cons_norm_shd,causalmorph_cons_f1,directlingam_mean_shd,directlingam_mean_norm_shd,directlingam_mean_f1,directlingam_mean_precision,directlingam_mean_recall,directlingam_cons_norm_shd,directlingam_cons_f1,icalingam_mean_shd,icalingam_mean_norm_shd,icalingam_mean_f1,icalingam_mean_precision,icalingam_mean_recall,icalingam_cons_norm_shd,icalingam_cons_f1,status,error_msg
482,1777523179,8,5,3476,4,1,0.0,0.0,0.0,0,1,4,2,11.5,0.205,0.532,0.478,0.607,42,0.75,0.4,0.25,1.0,11.0,0.196,0.538,0.492,0.607,0.75,0.4,26.0,0.464,0.103,0.08,0.143,0.75,0.4,30.5,0.544,0.0,0.0,0.0,0.75,0.4,ok,
483,1777523180,8,5,3513,4,2,0.6667,1.0,0.5,2,0,2,3,14.0,0.25,0.36,0.391,0.343,13,0.232,0.606,0.556,0.667,15.0,0.268,0.35,0.354,0.352,0.286,0.556,27.0,0.482,0.046,0.033,0.074,0.661,0.098,24.667,0.441,0.063,0.059,0.067,0.607,0.15,ok,
484,1777523181,8,5,3567,4,2,0.6667,1.0,0.5,2,0,2,3,12.333,0.22,0.323,0.303,0.386,20,0.357,0.412,0.292,0.7,11.333,0.202,0.358,0.333,0.428,0.339,0.387,17.667,0.315,0.099,0.07,0.167,0.482,0.308,18.333,0.327,0.0,0.0,0.0,0.393,0.154,ok,
485,1777523182,8,5,3722,4,2,0.3333,0.5,0.25,1,1,3,3,16.333,0.292,0.339,0.322,0.36,25,0.446,0.444,0.345,0.625,15.333,0.274,0.361,0.353,0.371,0.393,0.5,22.333,0.399,0.274,0.232,0.343,0.5,0.44,27.667,0.494,0.0,0.0,0.0,0.661,0.0,ok,
486,1777523183,8,5,3594,4,1,0.0,0.0,0.0,0,1,4,2,12.0,0.215,0.406,0.415,0.428,41,0.732,0.423,0.268,1.0,11.0,0.196,0.4,0.464,0.366,0.732,0.423,26.0,0.464,0.148,0.113,0.216,0.732,0.423,28.0,0.5,0.102,0.075,0.164,0.732,0.423,ok,
487,1777523184,8,5,3590,4,1,0.4,1.0,0.25,1,0,3,2,14.5,0.259,0.367,0.344,0.393,39,0.696,0.466,0.304,1.0,14.0,0.25,0.372,0.354,0.393,0.696,0.466,19.5,0.348,0.258,0.216,0.322,0.696,0.466,25.5,0.455,0.0,0.0,0.0,0.696,0.466,ok,
488,1777523185,8,5,3595,4,2,0.3333,0.5,0.25,1,1,3,3,18.333,0.327,0.28,0.267,0.317,26,0.464,0.409,0.31,0.6,16.667,0.298,0.335,0.323,0.361,0.411,0.465,23.667,0.423,0.24,0.194,0.322,0.625,0.364,29.333,0.524,0.023,0.016,0.042,0.732,0.047,ok,
489,1777523186,8,5,3537,4,3,0.8571,1.0,0.75,3,0,1,4,14.0,0.25,0.385,0.368,0.416,21,0.375,0.512,0.367,0.846,14.0,0.25,0.376,0.37,0.39,0.339,0.558,24.5,0.437,0.067,0.052,0.093,0.696,0.17,25.0,0.446,0.0,0.0,0.0,0.661,0.0,ok,
490,1777523187,8,5,3231,4,2,0.6667,1.0,0.5,2,0,2,3,11.667,0.208,0.322,0.291,0.361,22,0.393,0.312,0.217,0.556,10.667,0.19,0.301,0.283,0.324,0.357,0.286,20.0,0.357,0.0,0.0,0.0,0.518,0.0,19.333,0.345,0.0,0.0,0.0,0.446,0.074,ok,
491,1777523188,8,5,3385,4,1,0.4,1.0,0.25,1,0,3,2,11.5,0.206,0.282,0.211,0.6,44,0.786,0.353,0.214,1.0,11.0,0.196,0.288,0.222,0.6,0.786,0.353,20.0,0.357,0.066,0.038,0.25,0.786,0.353,21.0,0.375,0.0,0.0,0.0,0.786,0.353,ok,
492,1777523189,8,5,3346,4,2,0.3333,0.5,0.25,1,1,3,3,15.0,0.268,0.302,0.3,0.326,22,0.393,0.353,0.316,0.4,13.333,0.238,0.343,0.376,0.348,0.393,0.312,28.667,0.512,0.0,0.0,0.0,0.679,0.174,27.333,0.488,0.0,0.0,0.0,0.679,0.0,ok,
493,1777523190,8,5,3487,4,2,0.6667,1.0,0.5,2,0,2,3,15.333,0.274,0.286,0.303,0.276,24,0.429,0.294,0.238,0.385,13.667,0.244,0.34,0.365,0.329,0.375,0.323,25.667,0.458,0.025,0.018,0.042,0.571,0.2,26.667,0.476,0.0,0.0,0.0,0.625,0.054,ok,
494,1777523191,8,5,3360,4,2,0.3333,0.5,0.25,1,1,3,3,14.667,0.262,0.295,0.272,0.413,18,0.321,0.5,0.429,0.6,15.667,0.28,0.244,0.213,0.368,0.375,0.462,25.333,0.452,0.033,0.021,0.083,0.607,0.32,26.333,0.471,0.0,0.0,0.0,0.714,0.0,ok,
495,1777523192,8,5,3315,4,1,0.0,0.0,0.0,0,1,4,2,13.0,0.232,0.278,0.288,0.275,46,0.821,0.303,0.179,1.0,12.5,0.223,0.288,0.314,0.275,0.821,0.303,24.5,0.438,0.169,0.122,0.275,0.821,0.303,25.0,0.446,0.075,0.056,0.112,0.821,0.303,ok,
496,1777523193,8,5,3459,4,2,0.0,0.0,0.0,0,2,4,3,16.0,0.286,0.327,0.287,0.386,21,0.375,0.533,0.387,0.857,18.333,0.327,0.229,0.2,0.272,0.482,0.426,26.333,0.47,0.058,0.042,0.095,0.589,0.298,26.333,0.47,0.0,0.0,0.0,0.661,0.0,ok,
497,1777523194,8,5,3304,4,1,0.4,1.0,0.25,1,0,3,2,10.0,0.178,0.643,0.654,0.634,41,0.732,0.423,0.268,1.0,10.0,0.178,0.643,0.654,0.634,0.732,0.423,14.5,0.259,0.166,0.143,0.2,0.732,0.423,19.5,0.348,0.075,0.06,0.1,0.732,0.423,ok,
498,1777523195,8,5,3258,4,2,0.6667,1.0,0.5,2,0,2,3,16.333,0.291,0.332,0.333,0.372,21,0.375,0.488,0.4,0.625,16.333,0.291,0.319,0.331,0.348,0.375,0.462,29.0,0.518,0.026,0.018,0.048,0.661,0.178,30.667,0.548,0.0,0.0,0.0,0.732,0.0,ok,
499,1777523196,8,5,3588,4,1,0.0,0.0,0.0,0,1,4,2,19.0,0.339,0.294,0.226,0.434,43,0.768,0.377,0.232,1.0,18.5,0.33,0.29,0.231,0.401,0.768,0.377,28.0,0.5,0.0,0.0,0.0,0.768,0.377,27.0,0.482,0.037,0.025,0.072,0.768,0.377,ok,
500,1777523197,9,5,3265,4,2,0.6667,1.0,0.5,2,0,2,3,14.667,0.204,0.364,0.315,0.473,25,0.347,0.359,0.269,0.538,15.667,0.218,0.343,0.282,0.455,0.403,0.293,25.0,0.347,0.111,0.08,0.184,0.514,0.302,29.0,0.403,0.0,0.0,0.0,0.611,0.0,ok,
501,1777523198,9,5,3483,4,1,0.4,1.0,0.25,1,0,3,2,12.5,0.174,0.541,0.506,0.59,54,0.75,0.4,0.25,1.0,14.0,0.194,0.513,0.458,0.59,0.75,0.4,25.0,0.347,0.216,0.193,0.257,0.75,0.4,34.0,0.473,0.034,0.022,0.062,0.75,0.4,ok,
502,1777523199,9,5,3662,4,1,0.4,1.0,0.25,1,0,3,2,21.5,0.298,0.324,0.324,0.325,51,0.708,0.452,0.292,1.0,19.5,0.27,0.372,0.376,0.372,0.708,0.452,36.5,0.507,0.22,0.165,0.347,0.708,0.452,43.5,0.604,0.027,0.019,0.046,0.708,0.452,ok,
503,1777523200,9,5,3644,4,2,0.0,0.0,0.0,0,2,4,3,19.333,0.268,0.315,0.305,0.328,29,0.403,0.383,0.31,0.5,20.667,0.287,0.273,0.254,0.299,0.417,0.348,34.333,0.477,0.076,0.059,0.111,0.625,0.237,35.0,0.486,0.016,0.014,0.019,0.625,0.151,ok,
504,1777523201,9,5,3590,4,1,0.0,0.0,0.0,0,1,4,2,22.0,0.306,0.295,0.274,0.321,52,0.722,0.435,0.278,1.0,21.5,0.299,0.288,0.282,0.303,0.722,0.435,32.0,0.444,0.246,0.177,0.419,0.722,0.435,40.5,0.562,0.0,0.0,0.0,0.722,0.435,ok,
505,1777523202,9,5,3355,4,1,0.4,1.0,0.25,1,0,3,2,21.5,0.298,0.332,0.312,0.356,55,0.764,0.382,0.236,1.0,16.5,0.23,0.446,0.437,0.456,0.764,0.382,33.5,0.466,0.102,0.078,0.147,0.764,0.382,32.5,0.452,0.0,0.0,0.0,0.764,0.382,ok,
506,1777523203,9,5,3577,4,1,0.4,1.0,0.25,1,0,3,2,14.5,0.201,0.33,0.311,0.396,52,0.722,0.435,0.278,1.0,15.5,0.215,0.324,0.291,0.396,0.722,0.435,28.0,0.388,0.19,0.142,0.302,0.722,0.435,34.5,0.479,0.022,0.017,0.031,0.722,0.435,ok,
507,1777523204,9,5,3656,4,1,0.4,1.0,0.25,1,0,3,2,6.0,0.084,0.564,0.473,0.714,64,0.889,0.2,0.111,1.0,6.0,0.084,0.564,0.473,0.714,0.889,0.2,18.5,0.256,0.062,0.042,0.125,0.889,0.2,20.0,0.277,0.0,0.0,0.0,0.889,0.2,ok,
508,1777523205,9,5,3663,4,2,0.6667,1.0,0.5,2,0,2,3,19.333,0.269,0.339,0.318,0.393,32,0.444,0.429,0.343,0.571,18.667,0.26,0.355,0.333,0.416,0.431,0.436,28.667,0.398,0.16,0.138,0.194,0.583,0.344,32.667,0.454,0.0,0.0,0.0,0.667,0.077,ok,
509,1777523206,9,5,3431,4,1,0.4,1.0,0.25,1,0,3,2,14.0,0.194,0.469,0.469,0.469,53,0.736,0.418,0.264,1.0,13.5,0.188,0.476,0.484,0.469,0.736,0.418,29.5,0.41,0.182,0.142,0.256,0.736,0.418,35.0,0.486,0.0,0.0,0.0,0.736,0.418,ok,
510,1777523207,9,5,3621,4,2,0.3333,0.5,0.25,1,1,3,3,18.0,0.25,0.434,0.417,0.453,25,0.347,0.528,0.4,0.778,15.0,0.208,0.449,0.473,0.453,0.25,0.591,34.333,0.477,0.04,0.03,0.061,0.625,0.182,34.0,0.472,0.022,0.02,0.024,0.667,0.0,ok,
511,1777523208,9,5,3411,4,1,0.4,1.0,0.25,1,0,3,2,16.0,0.222,0.378,0.344,0.42,55,0.764,0.382,0.236,1.0,16.5,0.229,0.36,0.34,0.384,0.764,0.382,30.5,0.424,0.05,0.038,0.072,0.764,0.382,32.5,0.451,0.0,0.0,0.0,0.764,0.382,ok,
512,1777523209,9,5,3590,4,1,0.4,1.0,0.25,1,0,3,2,17.0,0.236,0.274,0.237,0.33,59,0.819,0.306,0.181,1.0,19.0,0.264,0.233,0.196,0.292,0.819,0.306,25.0,0.347,0.28,0.198,0.472,0.819,0.306,32.0,0.444,0.0,0.0,0.0,0.819,0.306,ok,
513,1777523210,9,5,3472,4,1,0.4,1.0,0.25,1,0,3,2,12.0,0.166,0.546,0.5,0.616,56,0.778,0.364,0.222,1.0,13.0,0.181,0.531,0.49,0.584,0.778,0.364,27.0,0.375,0.046,0.034,0.072,0.778,0.364,28.5,0.396,0.0,0.0,0.0,0.778,0.364,ok,
514,1777523211,9,5,3599,4,1,0.4,1.0,0.25,1,0,3,2,21.0,0.292,0.238,0.205,0.309,55,0.764,0.382,0.236,1.0,21.0,0.292,0.238,0.205,0.309,0.764,0.382,31.0,0.43,0.17,0.125,0.275,0.764,0.382,35.0,0.486,0.0,0.0,0.0,0.764,0.382,ok,
515,1777523212,9,5,3467,4,1,0.4,1.0,0.25,1,0,3,2,17.5,0.243,0.189,0.191,0.196,58,0.806,0.326,0.194,1.0,17.0,0.236,0.254,0.25,0.268,0.806,0.326,27.0,0.375,0.125,0.084,0.25,0.806,0.326,32.0,0.444,0.028,0.018,0.062,0.806,0.326,ok,
516,1777523213,9,5,3511,4,2,0.6667,1.0,0.5,2,0,2,3,18.0,0.25,0.374,0.366,0.436,21,0.292,0.553,0.481,0.65,18.0,0.25,0.374,0.341,0.449,0.361,0.5,30.667,0.426,0.085,0.063,0.138,0.667,0.226,31.0,0.431,0.042,0.032,0.061,0.708,0.105,ok,
517,1777523214,9,5,3452,4,2,0.3333,0.5,0.25,1,1,3,3,18.0,0.25,0.332,0.298,0.424,27,0.375,0.449,0.379,0.55,17.667,0.245,0.333,0.304,0.424,0.333,0.52,32.333,0.449,0.034,0.027,0.046,0.528,0.345,34.0,0.472,0.0,0.0,0.0,0.639,0.179,ok,
518,1777523215,9,5,3352,4,2,0.3333,0.5,0.25,1,1,3,3,14.333,0.199,0.374,0.386,0.368,22,0.306,0.476,0.4,0.588,13.667,0.19,0.404,0.429,0.384,0.306,0.476,31.667,0.44,0.0,0.0,0.0,0.583,0.192,30.667,0.426,0.0,0.0,0.0,0.583,0.087,ok,
519,1777523216,9,5,3520,4,2,0.0,0.0,0.0,0,2,4,3,22.333,0.31,0.201,0.185,0.228,36,0.5,0.217,0.167,0.312,18.667,0.259,0.314,0.31,0.321,0.403,0.326,32.333,0.449,0.093,0.074,0.128,0.611,0.185,36.333,0.505,0.018,0.012,0.03,0.75,0.0,ok,
520,1777523217,9,5,3695,4,2,0.3333,0.5,0.25,1,1,3,3,19.333,0.269,0.342,0.34,0.453,29,0.403,0.453,0.414,0.5,19.667,0.273,0.336,0.333,0.447,0.403,0.431,35.667,0.495,0.073,0.051,0.147,0.736,0.232,37.667,0.523,0.066,0.045,0.147,0.806,0.094,ok,
521,1777523218,9,5,3447,4,0,0.0,1.0,0.0,0,0,4,1,26.0,0.361,0.278,0.312,0.25,52,0.722,0.435,0.278,1.0,25.0,0.347,0.324,0.353,0.3,0.722,0.435,30.0,0.417,0.4,0.333,0.5,0.722,0.435,45.0,0.625,0.118,0.097,0.15,0.722,0.435,ok,
522,1777523219,9,5,3375,4,1,0.4,1.0,0.25,1,0,3,2,16.5,0.229,0.41,0.398,0.475,52,0.722,0.435,0.278,1.0,16.0,0.222,0.437,0.424,0.5,0.722,0.435,29.5,0.41,0.276,0.206,0.438,0.722,0.435,39.0,0.542,0.0,0.0,0.0,0.722,0.435,ok,
523,1777523220,9,5,3539,4,1,0.4,1.0,0.25,1,0,3,2,22.0,0.306,0.318,0.312,0.326,52,0.722,0.435,0.278,1.0,23.0,0.32,0.292,0.288,0.298,0.722,0.435,35.5,0.493,0.088,0.075,0.107,0.722,0.435,37.5,0.52,0.0,0.0,0.0,0.722,0.435,ok,
524,1777523221,9,5,3419,4,1,0.4,1.0,0.25,1,0,3,2,15.5,0.216,0.336,0.315,0.366,55,0.764,0.382,0.236,1.0,18.0,0.25,0.287,0.254,0.33,0.764,0.382,23.0,0.32,0.356,0.262,0.554,0.764,0.382,31.0,0.43,0.0,0.0,0.0,0.764,0.382,ok,
525,1777523222,9,5,3495,4,1,0.0,0.0,0.0,0,1,4,2,17.0,0.236,0.352,0.333,0.403,53,0.736,0.418,0.264,1.0,17.0,0.236,0.348,0.338,0.403,0.736,0.418,33.0,0.458,0.178,0.128,0.292,0.736,0.418,35.0,0.486,0.048,0.038,0.062,0.736,0.418,ok,
526,1777523223,9,5,3206,4,0,0.0,1.0,0.0,0,0,4,1,19.0,0.264,0.345,0.294,0.417,59,0.819,0.306,0.181,1.0,19.0,0.264,0.345,0.294,0.417,0.819,0.306,32.0,0.444,0.2,0.143,0.333,0.819,0.306,33.0,0.458,0.195,0.138,0.333,0.819,0.306,ok,
527,1777523224,9,5,3383,4,0,0.0,1.0,0.0,0,0,4,1,9.0,0.125,0.471,0.444,0.5,54,0.75,0.4,0.25,1.0,9.0,0.125,0.471,0.444,0.5,0.75,0.4,34.0,0.472,0.056,0.036,0.125,0.75,0.4,30.0,0.417,0.118,0.077,0.25,0.75,0.4,ok,
528,1777523225,9,5,3614,4,1,0.4,1.0,0.25,1,0,3,2,14.5,0.201,0.494,0.425,0.617,52,0.722,0.435,0.278,1.0,15.0,0.208,0.466,0.398,0.588,0.722,0.435,30.5,0.424,0.146,0.125,0.176,0.722,0.435,40.5,0.562,0.0,0.0,0.0,0.722,0.435,ok,
529,1777523226,9,5,3434,4,1,0.4,1.0,0.25,1,0,3,2,17.5,0.243,0.357,0.32,0.404,58,0.806,0.326,0.194,1.0,17.0,0.236,0.361,0.326,0.404,0.806,0.326,29.5,0.41,0.186,0.134,0.308,0.806,0.326,34.5,0.48,0.0,0.0,0.0,0.806,0.326,ok,
530,1777523227,9,5,3704,4,2,0.6667,1.0,0.5,2,0,2,3,14.667,0.204,0.447,0.517,0.404,14,0.194,0.65,0.565,0.765,20.333,0.283,0.336,0.341,0.331,0.403,0.408,40.0,0.555,0.061,0.047,0.089,0.764,0.127,40.0,0.556,0.0,0.0,0.0,0.681,0.075,ok,
531,1777523228,9,5,3472,4,1,0.4,1.0,0.25,1,0,3,2,18.5,0.257,0.192,0.179,0.217,54,0.75,0.4,0.25,1.0,21.0,0.292,0.15,0.129,0.184,0.75,0.4,26.5,0.368,0.166,0.129,0.25,0.75,0.4,32.5,0.451,0.0,0.0,0.0,0.75,0.4,ok,
532,1777523229,9,5,3538,4,1,0.0,0.0,0.0,0,1,4,2,18.0,0.25,0.325,0.254,0.452,55,0.764,0.382,0.236,1.0,16.5,0.229,0.374,0.301,0.494,0.764,0.382,26.5,0.368,0.18,0.126,0.31,0.764,0.382,27.5,0.382,0.052,0.038,0.084,0.764,0.382,ok,
533,1777523230,9,5,3579,4,1,0.0,0.0,0.0,0,1,4,2,14.5,0.202,0.472,0.465,0.506,53,0.736,0.418,0.264,1.0,16.5,0.229,0.434,0.406,0.48,0.736,0.418,30.0,0.416,0.182,0.16,0.21,0.736,0.418,36.5,0.507,0.0,0.0,0.0,0.736,0.418,ok,
534,1777523231,9,5,3673,4,1,0.4,1.0,0.25,1,0,3,2,21.5,0.298,0.187,0.178,0.231,55,0.764,0.382,0.236,1.0,20.5,0.285,0.22,0.216,0.26,0.764,0.382,32.5,0.452,0.143,0.09,0.357,0.764,0.382,38.5,0.535,0.0,0.0,0.0,0.764,0.382,ok,
535,1777523232,9,5,3349,4,2,0.3333,0.5,0.25,1,1,3,3,17.333,0.241,0.263,0.308,0.251,23,0.319,0.303,0.333,0.278,16.0,0.222,0.283,0.357,0.251,0.306,0.267,31.333,0.435,0.099,0.082,0.126,0.583,0.276,35.667,0.495,0.0,0.0,0.0,0.681,0.039,ok,
536,1777523233,9,5,3356,4,2,0.6667,1.0,0.5,2,0,2,3,25.333,0.352,0.205,0.2,0.215,43,0.597,0.271,0.2,0.421,26.0,0.361,0.174,0.185,0.167,0.597,0.218,32.0,0.444,0.159,0.13,0.204,0.653,0.277,38.0,0.528,0.019,0.015,0.024,0.736,0.07,ok,
537,1777523234,9,5,3395,4,1,0.4,1.0,0.25,1,0,3,2,14.5,0.201,0.376,0.345,0.632,53,0.736,0.418,0.264,1.0,13.5,0.188,0.387,0.386,0.632,0.736,0.418,36.5,0.507,0.041,0.034,0.052,0.736,0.418,36.0,0.5,0.0,0.0,0.0,0.736,0.418,ok,
538,1777523235,9,5,3340,4,1,0.4,1.0,0.25,1,0,3,2,13.5,0.188,0.388,0.342,0.5,56,0.778,0.364,0.222,1.0,14.0,0.194,0.384,0.33,0.5,0.778,0.364,28.5,0.396,0.188,0.132,0.406,0.778,0.364,31.5,0.438,0.0,0.0,0.0,0.778,0.364,ok,
539,1777523236,9,5,3602,4,1,0.4,1.0,0.25,1,0,3,2,19.5,0.271,0.282,0.21,0.556,54,0.75,0.4,0.25,1.0,19.5,0.271,0.282,0.21,0.556,0.75,0.4,30.5,0.424,0.108,0.082,0.209,0.75,0.4,35.5,0.493,0.0,0.0,0.0,0.75,0.4,ok,
540,1777523237,9,5,3573,4,1,0.4,1.0,0.25,1,0,3,2,19.0,0.264,0.314,0.28,0.357,56,0.778,0.364,0.222,1.0,18.0,0.25,0.365,0.318,0.428,0.778,0.364,30.0,0.416,0.154,0.115,0.236,0.778,0.364,32.5,0.452,0.0,0.0,0.0,0.778,0.364,ok,
541,1777523238,9,5,3574,4,1,0.4,1.0,0.25,1,0,3,2,12.5,0.174,0.431,0.464,0.402,56,0.778,0.364,0.222,1.0,12.0,0.166,0.438,0.481,0.402,0.778,0.364,25.0,0.347,0.161,0.132,0.206,0.778,0.364,29.5,0.41,0.0,0.0,0.0,0.778,0.364,ok,
542,1777523239,9,5,3618,4,1,0.0,0.0,0.0,0,1,4,2,14.0,0.194,0.526,0.549,0.532,51,0.708,0.452,0.292,1.0,15.5,0.216,0.462,0.481,0.477,0.708,0.452,31.5,0.438,0.208,0.172,0.27,0.708,0.452,37.5,0.521,0.031,0.022,0.056,0.708,0.452,ok,
543,1777523240,9,5,3440,4,1,0.0,0.0,0.0,0,1,4,2,25.5,0.354,0.318,0.28,0.376,53,0.736,0.418,0.264,1.0,25.0,0.347,0.305,0.277,0.351,0.736,0.418,36.5,0.507,0.028,0.022,0.038,0.736,0.418,38.5,0.535,0.068,0.06,0.079,0.736,0.418,ok,
544,1777523241,9,5,3393,4,1,0.4,1.0,0.25,1,0,3,2,17.0,0.236,0.322,0.347,0.306,50,0.694,0.468,0.306,1.0,16.0,0.222,0.356,0.388,0.333,0.694,0.468,31.0,0.43,0.214,0.16,0.333,0.694,0.468,36.0,0.5,0.021,0.016,0.028,0.694,0.468,ok,
545,1777523242,9,5,3652,4,1,0.4,1.0,0.25,1,0,3,2,17.5,0.243,0.268,0.217,0.354,59,0.819,0.306,0.181,1.0,17.5,0.243,0.268,0.217,0.354,0.819,0.306,26.0,0.361,0.222,0.162,0.354,0.819,0.306,32.5,0.452,0.032,0.022,0.062,0.819,0.306,ok,
546,1777523243,9,5,3572,4,1,0.4,1.0,0.25,1,0,3,2,21.0,0.292,0.282,0.254,0.316,58,0.806,0.326,0.194,1.0,19.5,0.271,0.364,0.316,0.428,0.806,0.326,38.0,0.528,0.05,0.038,0.077,0.806,0.326,37.5,0.521,0.05,0.038,0.077,0.806,0.326,ok,
547,1777523244,9,5,3608,4,1,0.4,1.0,0.25,1,0,3,2,13.5,0.188,0.353,0.32,0.507,58,0.806,0.326,0.194,1.0,12.5,0.174,0.396,0.376,0.543,0.806,0.326,24.5,0.34,0.091,0.059,0.2,0.806,0.326,26.0,0.361,0.046,0.03,0.1,0.806,0.326,ok,
548,1777523245,9,5,3321,4,1,0.4,1.0,0.25,1,0,3,2,19.0,0.264,0.348,0.333,0.411,51,0.708,0.452,0.292,1.0,17.5,0.243,0.365,0.376,0.411,0.708,0.452,33.5,0.466,0.18,0.131,0.306,0.708,0.452,39.5,0.548,0.0,0.0,0.0,0.708,0.452,ok,
549,1777523246,9,5,3700,4,2,0.6667,1.0,0.5,2,0,2,3,16.333,0.227,0.382,0.404,0.369,20,0.278,0.474,0.409,0.562,16.0,0.222,0.368,0.415,0.341,0.25,0.5,30.667,0.426,0.179,0.14,0.251,0.653,0.23,36.333,0.505,0.035,0.026,0.051,0.708,0.0,ok,
550,1777523247,9,5,3281,4,2,0.6667,1.0,0.5,2,0,2,3,17.667,0.245,0.405,0.333,0.543,32,0.444,0.385,0.278,0.625,20.333,0.282,0.321,0.263,0.425,0.486,0.314,28.333,0.393,0.096,0.077,0.132,0.556,0.259,31.667,0.44,0.0,0.0,0.0,0.611,0.0,ok,
551,1777523248,9,5,3300,4,1,0.0,0.0,0.0,0,1,4,2,14.5,0.201,0.5,0.568,0.461,51,0.708,0.452,0.292,1.0,14.5,0.201,0.5,0.568,0.461,0.708,0.452,34.5,0.479,0.202,0.164,0.279,0.708,0.452,40.0,0.556,0.022,0.019,0.024,0.708,0.452,ok,
552,1777523249,9,5,3539,4,1,0.0,0.0,0.0,0,1,4,2,10.0,0.139,0.578,0.572,0.594,56,0.778,0.364,0.222,1.0,11.5,0.16,0.513,0.519,0.532,0.778,0.364,30.5,0.424,0.032,0.022,0.062,0.778,0.364,29.0,0.402,0.036,0.025,0.062,0.778,0.364,ok,
553,1777523250,9,5,3641,4,1,0.0,0.0,0.0,0,1,4,2,16.5,0.23,0.301,0.261,0.434,54,0.75,0.4,0.25,1.0,15.5,0.216,0.336,0.3,0.466,0.75,0.4,26.0,0.361,0.202,0.15,0.367,0.75,0.4,31.0,0.431,0.042,0.026,0.1,0.75,0.4,ok,
554,1777523251,9,5,3503,4,1,0.4,1.0,0.25,1,0,3,2,16.0,0.222,0.376,0.353,0.404,57,0.792,0.345,0.208,1.0,15.5,0.216,0.376,0.352,0.404,0.792,0.345,28.0,0.388,0.151,0.116,0.216,0.792,0.345,31.0,0.43,0.052,0.04,0.077,0.792,0.345,ok,
555,1777523252,9,5,3410,4,2,0.6667,1.0,0.5,2,0,2,3,19.333,0.269,0.411,0.366,0.5,27,0.375,0.571,0.462,0.75,15.333,0.213,0.479,0.479,0.537,0.25,0.667,29.667,0.412,0.176,0.152,0.217,0.556,0.412,37.667,0.523,0.0,0.0,0.0,0.778,0.0,ok,
556,1777523253,9,5,3372,4,1,0.0,0.0,0.0,0,1,4,2,21.0,0.292,0.335,0.314,0.375,52,0.722,0.435,0.278,1.0,24.5,0.34,0.275,0.242,0.325,0.722,0.435,40.5,0.562,0.09,0.069,0.15,0.722,0.435,43.0,0.597,0.044,0.04,0.05,0.722,0.435,ok,
557,1777523254,9,5,3626,4,2,0.3333,0.5,0.25,1,1,3,3,15.333,0.213,0.413,0.408,0.42,25,0.347,0.468,0.379,0.611,14.333,0.199,0.354,0.383,0.353,0.306,0.389,31.333,0.435,0.0,0.0,0.0,0.639,0.148,30.667,0.426,0.0,0.0,0.0,0.653,0.0,ok,
558,1777523255,9,5,3320,4,2,0.6667,1.0,0.5,2,0,2,3,16.0,0.222,0.381,0.417,0.352,23,0.319,0.439,0.36,0.562,16.0,0.222,0.381,0.417,0.352,0.319,0.439,36.333,0.505,0.0,0.0,0.0,0.611,0.154,35.0,0.486,0.036,0.029,0.048,0.667,0.04,ok,
559,1777523256,9,5,3520,4,2,0.3333,0.5,0.25,1,1,3,3,17.667,0.246,0.351,0.345,0.399,21,0.292,0.571,0.467,0.737,17.0,0.236,0.387,0.377,0.442,0.292,0.571,31.0,0.431,0.121,0.107,0.14,0.542,0.4,37.0,0.514,0.018,0.013,0.026,0.667,0.172,ok,
560,1777523257,9,5,3629,4,2,0.6667,1.0,0.5,2,0,2,3,17.333,0.241,0.342,0.387,0.334,21,0.292,0.432,0.381,0.5,18.0,0.25,0.315,0.357,0.31,0.25,0.5,37.667,0.523,0.091,0.071,0.128,0.667,0.226,36.333,0.505,0.0,0.0,0.0,0.708,0.0,ok,
561,1777523258,9,5,3505,4,1,0.4,1.0,0.25,1,0,3,2,19.5,0.271,0.309,0.288,0.336,57,0.792,0.345,0.208,1.0,20.0,0.278,0.281,0.262,0.303,0.792,0.345,30.5,0.424,0.195,0.148,0.282,0.792,0.345,34.5,0.479,0.049,0.038,0.066,0.792,0.345,ok,
562,1777523259,9,5,3423,4,1,0.0,0.0,0.0,0,1,4,2,13.0,0.18,0.478,0.412,0.582,54,0.75,0.4,0.25,1.0,13.0,0.18,0.46,0.407,0.544,0.75,0.4,26.5,0.368,0.102,0.08,0.14,0.75,0.4,32.0,0.444,0.022,0.016,0.038,0.75,0.4,ok,
563,1777523260,9,5,3347,4,1,0.4,1.0,0.25,1,0,3,2,13.5,0.188,0.464,0.388,0.647,55,0.764,0.382,0.236,1.0,13.5,0.188,0.464,0.388,0.647,0.764,0.382,18.5,0.257,0.294,0.228,0.419,0.764,0.382,25.0,0.348,0.026,0.022,0.03,0.764,0.382,ok,
